x	y	codepoint
0.1318284	-0.06350011	10671
0.09776829	-0.12132485	10672
0.08910059	-0.1258493	10673
0.07566327	-0.123945765	10674
0.052661702	-0.11249967	10675
0.060092166	-0.10674829	10676
0.10330526	-0.119451225	10677
0.10050832	-0.12862168	10678
0.10023389	-0.12566853	10679
0.3095249	0.016573682	1068
0.10402882	-0.12512356	10680
0.09858518	-0.12033081	10681
0.10588978	-0.12693273	10682
0.09819597	-0.116718896	10683
0.10391746	-0.042897064	10684
0.06895521	-0.122191146	10685
0.094594136	-0.060522087	10686
0.083965644	-0.06746956	10687
0.09246404	-0.044634532	10688
0.101170294	-0.045754176	10689
0.27241072	0.051651567	1069
0.12095982	-0.06114772	10690
0.110199206	-0.065949485	10691
0.07732833	-0.013927473	10692
0.07320626	-0.00892349	10693
0.07500286	-0.021446235	10694
0.07419504	-0.007951854	10695
0.06228921	-0.019363066	10696
0.054921836	-0.003088942	10697
0.07622478	-0.099805094	10698
0.09570841	-0.087246306	10699
0.26779544	-0.017218407	107
0.3286491	0.0375508	1070
0.072334066	-0.009435026	10700
0.09907311	-0.09415171	10701
0.018946309	-0.008243631	10702
0.13129887	-0.07292373	10703
0.14156672	-0.08587023	10704
0.32296357	-0.07846993	10705
0.319195	-0.08594854	10706
0.34406942	-0.08897552	10707
0.29374433	-0.08933392	10708
0.29158655	-0.08305854	10709
0.29722387	0.056466777	1071
0.28682885	-0.07952265	10710
0.30931744	-0.07816685	10711
0.21734041	0.04299983	10712
0.20997521	0.037374787	10713
0.080514215	-0.14055894	10714
0.074544355	-0.16452898	10715
0.16694315	-0.118158564	10716
0.12483584	-0.14419924	10717
0.13184926	-0.11114483	10718
0.16348554	-0.039900247	10719
0.30896804	-0.050725356	1072
0.01858598	-0.0006102489	10720
0.17484935	-0.12156013	10721
0.16652156	-0.1054248	10722
0.12587963	-0.043832675	10723
0.102764	-0.0306065	10724
0.107326455	-0.019791	10725
0.15023284	-0.027642094	10726
0.11224618	-0.17471997	10727
0.065546975	-0.15291414	10728
0.06860305	-0.18109651	10729
0.34472927	0.10793082	1073
0.07580302	-0.18091841	10730
0.29441	0.03475346	10731
0.114669405	-0.20473306	10732
0.09397184	-0.19006842	10733
0.08685675	-0.118486285	10734
0.06891742	-0.13343844	10735
0.084974796	-0.18164502	10736
0.07478872	-0.1775601	10737
0.081950955	-0.1498698	10738
0.061796747	-0.15477984	10739
0.3267412	-0.049533978	1074
0.16276664	-0.04750043	10740
0.21332233	0.00093776616	10741
0.21051909	0.09990797	10742
0.22289188	-0.007857008	10743
0.19581102	0.10464244	10744
0.22789349	0.116298355	10745
0.2199636	-0.05690081	10746
0.24673225	-0.050754584	10747
0.24346414	0.006894213	10748
0.24514057	-0.0020601742	10749
0.2682604	-0.045939267	1075
0.08048413	-0.03709491	10750
0.14366926	-0.044206936	10751
0.109225266	-0.03586728	10752
0.09816996	-0.051387552	10753
0.10147395	-0.05015517	10754
0.10632822	-0.118255496	10755
0.09961401	-0.12187575	10756
0.10956272	-0.11816847	10757
0.09242495	-0.101060554	10758
0.094312735	-0.030912556	10759
0.33314562	-0.10628035	1076
0.09604333	-0.019541971	10760
0.13437659	-0.11158538	10761
0.08182693	-0.14652319	10762
0.049721587	-0.14589752	10763
0.09102049	-0.03671653	10764
0.06428096	-0.20570998	10765
0.06754249	-0.20138134	10766
0.05831816	-0.22359434	10767
0.06466578	-0.20353882	10768
0.059259214	-0.16952023	10769
0.3028241	-0.05287321	1077
0.06608302	-0.18510987	10770
0.061692372	-0.19565617	10771
0.062214077	-0.16921559	10772
0.064688325	-0.18883178	10773
0.058353856	-0.18009505	10774
0.06291189	-0.16391121	10775
0.061706312	-0.20412491	10776
0.06310249	-0.19328107	10777
0.06598207	-0.19598623	10778
0.14732705	0.12925695	10779
0.2740525	-0.058275	1078
0.06306429	-0.1511773	10780
0.14471352	-0.075107	10781
0.24112503	-0.055661403	10782
0.2425007	-0.042147636	10783
0.115040444	-0.14215845	10784
0.21194966	0.0017879286	10785
0.20404099	-0.023858132	10786
0.20719445	-0.012554413	10787
0.2067797	0.0022536458	10788
0.20588963	-0.07215016	10789
0.28473893	-0.05765288	1079
0.25181958	-0.113055706	10790
0.17722346	-0.14964993	10791
0.2586454	-0.10014812	10792
0.21047434	-0.028462613	10793
0.21373571	-0.119114466	10794
0.21120498	-0.08231399	10795
0.21792038	-0.10607411	10796
0.15374139	-0.14626227	10797
0.1383368	-0.1374151	10798
0.22187631	-0.11360747	10799
0.21612354	-0.031954776	108
0.31115335	-0.05243832	1080
0.22295697	-0.07415491	10800
0.26120403	-0.12214163	10801
0.25787553	-0.1171328	10802
0.118633375	-0.12346635	10803
0.13741533	-0.1267959	10804
0.12954742	-0.13972434	10805
