x	y	codepoint
-0.105845295	0.06812567	21720
-0.079602174	0.08995318	21721
-0.062361173	0.10230739	21722
-0.05025404	0.07827108	21723
-0.10766346	0.03023495	21724
0.007291544	0.022191465	21725
-0.0766471	0.08849788	21726
-0.010760436	0.04789543	21727
-0.061214507	0.08933383	21728
0.055124737	0.11971779	21729
-0.03666359	0.13101281	21730
-0.030673223	0.12111696	21731
-0.0705992	0.105536394	21732
0.06887201	0.14360598	21733
-0.014411962	0.04966472	21734
-0.13275085	0.052216165	21735
-0.060753085	0.07570151	21736
0.02395422	0.080559336	21737
-0.014024628	0.11332957	21738
-0.049951635	0.13744785	21739
-0.109378524	0.054556374	21740
0.015487742	0.18244351	21741
-0.09481173	0.056936722	21742
-0.032072827	0.12550868	21743
-0.16614074	0.04653509	21744
-0.09590527	0.021630893	21745
0.024923634	0.09503385	21746
-0.01758129	0.07760611	21747
-0.100584	0.04000236	21748
-0.08314692	0.14885522	21749
-0.06944187	0.09568953	21750
-0.06833356	0.10476108	21751
-0.065693796	0.11124448	21752
-0.06338988	0.107068546	21753
-0.08596623	0.00023844256	21754
-0.050922416	0.12615977	21755
-0.13578305	0.02026497	21756
0.0038914904	0.082548566	21757
-0.07104628	0.093229264	21758
-0.14136674	-0.002539771	21759
-0.07325341	0.11184102	21760
-0.09271772	0.014710354	21761
0.0272258	0.037599906	21762
-0.11184748	0.044201877	21763
-0.033753037	0.12058522	21764
-0.084494345	0.09161412	21765
-0.071281135	0.09194441	21766
0.02883561	0.21128888	21767
-0.052052736	0.114943266	21768
0.002839109	0.048847746	21769
-0.07089303	0.08498601	21770
-0.07557001	0.081327826	21771
-0.094054356	0.101207785	21772
-0.09250369	0.030896345	21773
-0.0820573	0.13859257	21774
-0.075242095	0.10267129	21775
-0.23332538	0.012161201	21776
-0.00047462992	0.019705772	21777
0.00976365	0.08712474	21778
-0.14126295	0.061918758	21779
0.022856865	0.0800992	21780
-0.09650151	0.037308753	21781
-0.055638164	0.14361471	21782
-0.1608741	0.04754168	21783
0.06060289	0.13882475	21784
-0.026805473	0.06058585	21785
-0.05781611	0.18402685	21786
-0.21251394	0.011899427	21787
-0.16292349	-0.02874579	21788
-0.040245794	0.12642956	21789
-0.068284325	0.10717806	21790
-0.08384301	-0.04705832	21791
-0.09528836	0.03370876	21792
-0.088229194	0.17202213	21793
-0.060787946	0.082503214	21794
-0.1008715	0.047286287	21795
-0.058110565	-0.020758398	21796
-0.08418287	0.09554394	21797
-0.08480233	0.099429734	21798
-0.005387878	0.09166633	21799
0.3313078	0.16335925	218
-0.007546665	0.091889374	21800
-0.068482526	0.11787341	21801
-0.21146366	0.020435726	21802
-0.07606737	0.0929847	21803
-0.107840694	0.0707412	21804
-0.10785519	0.04330872	21805
-0.34406585	0.039401807	21806
-0.07367223	0.094926395	21807
-0.01911422	0.100227766	21808
-0.07367555	0.10463099	21809
-0.09135998	0.06813589	21810
-0.10500791	0.036921423	21811
0.013192012	0.01893898	21812
-0.12731318	0.056089982	21813
-0.07619574	0.099716336	21814
-0.09749712	0.026628891	21815
-0.07143838	0.0849042	21816
-0.090767354	0.11051138	21817
-0.09116358	0.11374485	21818
-0.07956599	0.08782496	21819
-0.14166214	0.0340689	21820
-0.01381105	0.032665484	21821
0.0072467383	0.045236833	21822
-0.094810426	0.0026214903	21823
-0.065902166	0.14551906	21824
0.0025609564	0.08705821	21825
-0.10638624	0.14766805	21826
-0.08561123	0.061266996	21827
-0.046692	0.13222681	21828
-0.12098599	0.06966422	21829
-0.100896835	-0.03580665	21830
-0.109683804	-0.040674023	21831
-0.09310368	0.0318103	21832
-0.010080891	0.048315216	21833
-0.115941145	0.19542961	21834
-0.06489561	0.10880022	21835
-0.07693396	0.09073916	21836
-0.1537034	0.050689265	21837
-0.027434623	0.13018064	21838
-0.025514236	0.15604657	21839
-0.17281821	0.00204429	21840
-0.17515443	0.05728513	21841
-0.087384574	0.1790364	21842
-0.080059886	-0.040655114	21843
-0.08099746	-0.0064378474	21844
-0.113393076	0.05544106	21845
0.018164484	0.031240014	21846
-0.103473745	0.07514692	21847
-0.15025277	0.010642832	21848
-0.0386711	0.0735323	21849
0.058278598	0.13354082	21850
-0.20115715	0.06545133	21851
-0.0005030818	0.088374116	21852
-0.01844347	0.061592102	21853
-0.043931298	0.1292572	21854
-0.05339016	0.06299811	21855
0.051716674	0.09652709	21856
0.008464525	0.032771416	21857
-0.07295068	0.17015348	21858
-0.13336742	0.03949144	21859
-0.10758457	0.04109467	21860
-0.092459664	0.080314964	21861
-0.0119486805	0.048704546	21862
-0.18270732	0.05214571	21863
-0.19648528	0.062414236	21864
-0.06255354	0.031128408	21865
-0.030422704	0.06876966	21866
-0.095823914	0.04957611	21867
-0.23971955	-0.01464629	21868
-0.028267538	0.05839175	21869
-0.122032605	0.014292764	21870
-0.09543864	0.18310478	21871
-0.05567865	0.13835388	21872
-0.060152017	0.09690509	21873
-0.096208274	0.13956676	21874
-0.0076782536	0.04933268	21875
-0.072345845	0.099428855	21876
-0.037985288	0.06293417	21877
-0.16040075	0.049796347	21878
-0.086711615	0.14450367	21879
-0.18682478	0.06324706	21880
-0.04825592	0.14550762	21881
-0.052791044	0.18455198	21882
0.049153358	0.12882008	21883
-0.12594453	0.05271431	21884
-0.07528853	0.100908175	21885
-0.012287183	0.067579366	21886
-0.13636038	0.04445098	21887
-0.10738527	0.014886426	21888
-0.091157295	0.1186895	21889
-0.056989774	0.16418624	21890
-0.080936395	0.0013264471	21891
-0.1635005	-0.0031125678	21892
-0.047321364	0.15251957	21893
-0.041226342	0.055390496	21894
-0.040212996	0.04263948	21895
-0.094666354	0.10857465	21896
0.0015689693	0.07418535	21897
-0.026532447	0.056383166	21898
-0.07643708	0.10355128	21899
0.3224323	0.16480334	219
0.021461856	0.10621805	21900
-0.08175918	0.10366179	21901
-0.065635085	0.1556931	21902
-0.16348031	0.0076670796	21903
-0.036352485	0.07697814	21904
-0.15535091	0.033928476	21905
-0.075792246	0.08191476	21906
-0.05009424	0.14101045	21907
-0.040064514	0.15473841	21908
-0.04313577	0.15617433	21909
-0.01177275	0.05880972	21910
-0.028449198	0.13059509	21911
-0.007295903	0.05438859	21912
0.01087329	0.048680425	21913
-0.06252112	-0.0064790677	21914
-0.07508188	0.113255806	21915
0.020992938	0.29748031	21916
-0.04804577	0.14768739	21917
-0.11362504	0.07833538	21918
-0.05080262	0.2204764	21919
-0.049972303	0.109508835	21920
-0.2811641	0.1029695	21921
-0.08884806	0.13687223	21922
-0.08830358	0.045691427	21923
-0.16155134	0.06370314	21924
-0.10129791	0.039751876	21925
0.045958474	0.11307231	21926
-0.09321835	0.028752493	21927
-0.2679664	0.045530193	21928
-0.096323416	0.11243524	21929
-0.19055437	-0.0020220375	21930
-0.08153102	0.11596734	21931
-0.03584923	0.21262924	21932
-0.14386712	0.044579647	21933
0.004098991	0.114797555	21934
-0.1666467	0.055306945	21935
-0.07803408	0.09887197	21936
-0.0031004287	0.09919942	21937
-0.026441032	0.058484055	21938
-0.10697443	-0.011221627	21939
-0.100973435	0.029144643	21940
-0.16858144	0.061317585	21941
0.023111641	0.026801331	21942
-0.043376245	0.13203903	21943
-0.20117955	0.008677611	21944
-0.13885398	0.006528357	21945
-0.010250075	0.08084563	21946
-0.08839692	0.11082234	21947
-0.09359058	0.045526505	21948
-0.06993571	0.101900265	21949
-0.0039240234	0.035404257	21950
0.021735515	0.10442198	21951
-0.039313316	0.09366947	21952
-0.10351267	0.15337509	21953
-0.060849912	0.11267217	21954
-0.29006225	0.12244667	21955
-0.29282898	0.049675267	21956
-0.17034933	0.056884654	21957
-0.022662694	0.023540962	21958
-0.23519166	-0.003819885	21959
-0.09443222	0.11337402	21960
-0.15104352	0.046375573	21961
-0.025130263	0.120624445	21962
-0.04530547	0.21470936	21963
0.019779667	0.05146848	21964
-0.010056006	0.08269202	21965
-0.0587778	0.14088215	21966
-0.12243839	0.042703252	21967
-0.10573708	0.029564017	21968
-0.10894429	0.05530913	21969
-0.10083977	-0.015365357	21970
-0.0070429537	0.034794398	21971
-0.27296835	0.033090334	21972
-0.06627794	0.19239637	21973
0.0071914513	0.07052958	21974
-0.044015646	0.19541109	21975
-0.076562144	0.11394096	21976
-0.1078128	0.029342571	21977
-0.100550696	0.04441879	21978
-0.06873845	0.11518031	21979
-0.18431264	0.08608296	21980
0.013268888	0.08364751	21981
-0.08063643	0.112212665	21982
-0.079931006	0.103554964	21983
-0.08588455	0.04395187	21984
-0.07557502	0.11582275	21985
-0.052325964	0.13312902	21986
-0.0038742516	0.10566553	21987
-0.07229721	0.09786504	21988
-0.22493987	0.03381364	21989
-0.19311023	0.008236075	21990
-0.004254205	0.16547205	21991
-0.1470645	0.10163538	21992
-0.056525096	0.091204226	21993
-0.17574371	0.007632628	21994
-0.0514927	0.19240613	21995
-0.09254063	-0.014000939	21996
0.027485365	0.33056244	21997
-0.1360004	0.22713277	21998
0.002351813	0.086290084	21999
0.32453707	0.15976481	220
-0.0046457574	0.101598606	22000
-0.07504193	0.09479273	22001
0.001438031	0.04228476	22002
-0.06480613	0.13358067	22003
-0.114859454	0.040015563	22004
-0.094634555	0.12696075	22005
-0.057752088	0.15175222	22006
-0.015461201	0.062933266	22007
-0.10101233	0.05546455	22008
-0.20756985	0.060689934	22009
-0.10417921	0.059856053	22010
-0.15024227	0.03706989	22011
-0.10278871	0.03702315	22012
-0.017685601	0.024234941	22013
-0.12217801	0.045980915	22014
-0.073345125	0.11931355	22015
-0.08883151	0.0046379697	22016
-0.02738771	0.06163457	22017
-0.085363455	0.14571296	22018
-0.017335044	0.25187063	22019
-0.06004116	0.22902751	22020
-0.0017127823	0.09711994	22021
-0.32600608	0.052427214	22022
-0.0712268	0.011019286	22023
-0.23873825	0.06233438	22024
0.017795095	0.29122728	22025
-0.074397594	0.12215323	22026
-0.124491565	0.16720277	22027
-0.07009985	0.16534533	22028
-0.02170646	0.21745878	22029
-0.22135332	0.052957285	22030
-0.004865339	0.08346199	22031
0.014891413	0.063224606	22032
-0.06668498	0.14238694	22033
-0.056556292	0.13609143	22034
-0.14903711	0.22932324	22035
-0.07708593	0.1714215	22036
-0.009455347	0.1846363	22037
-0.04901609	0.24389198	22038
-0.14165302	0.008560771	22039
-0.067072466	0.13456556	22040
-0.15915884	0.12334079	22041
-0.018842494	0.16079348	22042
-0.16481133	0.020967593	22043
0.012203943	0.086095296	22044
-0.029852299	0.0709742	22045
-0.040531725	0.054346304	22046
-0.09832427	0.18500382	22047
-0.22032027	0.047317676	22048
-0.07702888	0.100256845	22049
0.0048816446	0.10374747	22050
-0.028938914	0.05101102	22051
-0.12039337	0.2362784	22052
-0.07467369	0.060098417	22053
-0.10571519	0.023631359	22054
-0.11111746	0.00017803325	22055
-0.17512053	0.046696693	22056
-0.03995826	0.14141725	22057
-0.039457627	0.13215363	22058
-0.08893796	0.11105891	22059
-0.017831312	0.19747305	22060
-0.041101277	0.02914107	22061
-0.073926	0.1105566	22062
0.0016604364	0.0736171	22063
-0.037547834	0.06644268	22064
-0.023749435	0.2451988	22065
-0.12101511	0.192978	22066
-0.051898733	0.24841808	22067
-0.04093135	0.06304864	22068
-0.13187559	0.05708262	22069
-0.12306785	0.13641864	22070
-0.05012005	0.18837012	22071
-0.17507136	0.07425263	22072
-0.2137747	0.006346481	22073
0.007842943	0.049923517	22074
-0.009927982	0.24168545	22075
-0.31600294	0.051318567	22076
-0.042980283	0.13013285	22077
-0.06424584	0.24969815	22078
0.007538205	0.080858074	22079
0.23227262	-0.08701849	2208
-0.06855334	0.14964865	22080
0.012810312	0.08520932	22081
-0.22701891	0.048375174	22082
-0.055760205	0.11097018	22083
-0.06807074	0.15928817	22084
-0.026659245	0.09196745	22085
0.00046779402	0.094439946	22086
-0.02622036	0.1227015	22087
-0.145498	0.17877506	22088
-0.016332122	0.08710294	22089
0.21021645	0.056421697	2209
-0.0735937	0.16091964	22090
-0.031182645	0.050772022	22091
0.018216522	0.046315573	22092
-0.081696264	-0.00680645	22093
-0.04454694	0.2056867	22094
-0.025262414	0.03505064	22095
-0.0037847348	0.11555503	22096
-0.17149265	0.058318436	22097
-0.06420738	0.095695086	22098
-0.060306326	0.13644643	22099
0.21525125	0.16401835	221
0.2791113	-0.08715671	2210
0.0008943435	0.05455346	22100
0.019608581	0.16916363	22101
0.018941587	0.101565406	22102
0.003494706	0.05077269	22103
-0.13492024	0.2263189	22104
-0.001210412	0.050396632	22105
-0.05334834	0.22033449	22106
-0.098745674	0.07771738	22107
-0.034001097	0.28812906	22108
-0.11092957	0.15530075	22109
0.22276933	-0.0000048347283	2211
-0.00970841	0.02612503	22110
-0.19861843	0.044262886	22111
-0.118166916	0.092167854	22112
-0.07525212	0.13861667	22113
-0.16180456	0.0144865345	22114
-0.054179117	0.13596044	22115
-0.15591688	0.015183028	22116
-0.06098453	0.25044975	22117
-0.07420039	0.13333108	22118
-0.25788212	0.1052052	22119
0.22540368	0.073502995	2212
-0.0053591058	0.1190707	22120
0.028294142	0.2166961	22121
-0.0023929104	0.054387797	22122
-0.10552759	0.041994765	22123
-0.17001535	0.03984172	22124
-0.040328793	0.06427113	22125
-0.0502282	0.13463017	22126
-0.015165562	0.055348728	22127
-0.085397474	0.016143063	22128
-0.06316946	0.21495388	22129
0.2496294	-0.024558747	2213
-0.019115271	0.029316897	22130
-0.072181605	0.23561285	22131
-0.028624287	0.12454828	22132
-0.015747266	0.31009448	22133
-0.052739568	0.2149388	22134
-0.05229962	0.06628736	22135
-0.13689047	0.21091396	22136
-0.004059501	0.05077363	22137
-0.09598865	0.038297348	22138
-0.1854982	0.022963021	22139
0.2719764	0.032392476	2214
-0.03928233	0.050770573	22140
-0.1350866	0.10262569	22141
-0.15301464	0.06610657	22142
-0.090363994	0.092304744	22143
-0.1442415	0.057797592	22144
-0.052275248	0.14103584	22145
-0.0060614888	0.090832606	22146
-0.0769332	0.13773414	22147
-0.030676281	0.13576059	22148
-0.086835496	0.27058956	22149
0.22814845	-0.057629623	2215
0.007972205	0.084848575	22150
-0.03494668	0.07360448	22151
-0.13301958	0.28118286	22152
-0.115976	0.16879772	22153
-0.029539062	0.28037456	22154
-0.032688618	0.2928206	22155
-0.08683867	-0.0004931858	22156
-0.016090559	0.16854218	22157
-0.018977394	0.22647057	22158
-0.03692743	0.2696344	22159
0.259168	-0.013744372	2216
-0.1552748	0.06937162	22160
-0.013738798	0.0750696	22161
-0.13572463	0.028320787	22162
-0.086668216	0.013581043	22163
-0.0270562	0.26193777	22164
-0.007868791	0.08980236	22165
-0.055444658	0.2265947	22166
-0.21782406	0.037885237	22167
-0.20546292	0.10396855	22168
-0.09746008	0.09283666	22169
0.30097827	-0.13175982	2217
-0.01229441	0.32393265	22170
-0.13756333	0.18436322	22171
-0.12059095	0.08910362	22172
-0.2282873	0.06855864	22173
-0.0022851285	0.3202034	22174
-0.08674063	0.10436004	22175
-0.020456707	0.085557565	22176
-0.16072397	0.13408509	22177
0.015500814	0.28513014	22178
-0.1984545	0.03310689	22179
0.27176085	-0.16066052	2218
-0.003953442	0.107887685	22180
-0.16562383	0.031388253	22181
-0.0026047193	0.13803421	22182
-0.067749485	0.25074133	22183
-0.19967696	0.07310506	22184
-0.18641576	0.14393324	22185
-0.1689988	0.14190413	22186
-0.116431035	0.17114829	22187
-0.013311969	0.099548556	22188
-0.03055801	0.15618892	22189
0.24042876	-0.09942391	2219
-0.04764259	0.15633544	22190
-0.2260491	0.035491213	22191
-0.14277413	0.07148352	22192
-0.02105183	0.10592057	22193
-0.017584736	0.099718146	22194
-0.10538071	0.07550874	22195
-0.14227135	0.08612714	22196
-0.25472888	0.07673626	22197
-0.17425255	0.10371142	22198
-0.009042779	0.23902576	22199
0.27447012	0.021306645	222
0.3200195	-0.21485874	2220
-0.1298595	0.18332048	22200
-0.12853874	0.19146574	22201
-0.07300746	0.045027394	22202
-0.07057489	0.1495485	22203
-0.017948406	0.088401996	22204
-0.03735839	0.08819103	22205
-0.046833962	0.15209363	22206
-0.033637315	0.27582717	22207
-0.19849357	0.19633015	22208
-0.17585701	0.0861933	22209
0.2117771	-0.08796994	2221
-0.24009608	0.046825502	22210
-0.13711728	0.17295586	22211
-0.15662338	0.20140035	22212
-0.07971848	0.18200773	22213
-0.060978644	0.2547671	22214
-0.12001752	0.042488262	22215
0.0026303586	0.111836374	22216
-0.008276841	0.110520095	22217
0.0067356545	0.28717944	22218
-0.023992734	0.22610694	22219
0.22881182	-0.09003295	2222
-0.104157336	0.20777719	22220
-0.22229308	0.070294484	22221
-0.19009496	0.17831257	22222
-0.043745786	0.20674272	22223
-0.11939006	0.22030091	22224
-0.22902738	0.056819003	22225
-0.012493802	0.20727737	22226
-0.09291665	0.16872086	22227
-0.021403046	0.24158625	22228
-0.063681565	0.08967236	22229
0.22351284	-0.07857767	2223
-0.13815352	0.22397953	22230
0.0757345	0.088327065	22231
-0.0036785398	0.13853118	22232
0.013174444	0.11844017	22233
0.047798917	0.11852401	22234
0.058237545	0.027575906	22235
0.018983422	0.14000823	22236
0.013187737	0.13302092	22237
0.055019185	0.14612518	22238
0.03904555	0.035663716	22239
0.23978116	0.03754688	2224
0.010966603	0.11475814	22240
0.005550815	0.16028221	22241
0.018608088	0.13996463	22242
0.014360565	0.13929324	22243
0.0039599743	0.12269348	22244
0.013824351	0.13669854	22245
0.008066803	0.12747101	22246
0.008709976	0.13000442	22247
0.006756641	0.1204547	22248
0.01107111	0.13021633	22249
0.21773669	-0.08454303	2225
-0.117927544	0.03679145	22250
0.007650206	0.13925372	22251
-0.0006185118	0.14073554	22252
-0.00039135106	0.115394995	22253
-0.014254754	0.13910508	22254
0.01529856	0.1282035	22255
0.020068178	0.14681612	22256
-0.106019534	0.020973055	22257
-0.0032935757	0.17113267	22258
0.009511802	0.11951744	22259
0.24973889	0.07083601	2226
0.005615752	0.11651888	22260
0.007132793	0.1261008	22261
0.017589271	0.12740168	22262
0.012895646	0.1288176	22263
0.008602873	0.13247617	22264
0.0009175725	0.12488728	22265
0.005848257	0.13156697	22266
-0.00086004473	0.102945425	22267
-0.01628962	0.13049115	22268
0.012391192	0.12712193	22269
0.0042577777	0.1291619	22270
0.0006919578	0.1300639	22271
-0.07358377	0.09075769	22272
-0.0022452865	0.19117905	22273
0.0009898711	0.12138315	22274
-0.00902834	0.13407259	22275
-0.0068432707	0.18274239	22276
-0.029588712	0.087952174	22277
0.013915574	0.16464366	22278
-0.005914243	0.14637707	22279
-0.00935716	0.12431998	22280
-0.002656525	0.12740296	22281
-0.15159582	0.100929074	22282
-0.0024094079	0.11617525	22283
0.0067661107	0.16437934	22284
-0.16957228	0.09010338	22285
-0.09164974	0.121350326	22286
-0.008662267	0.12565346	22287
-0.0014087465	0.12290191	22288
-0.14780426	0.08048109	22289
0.0008353088	0.20188828	22290
-0.18762524	0.08388652	22291
-0.12427517	0.09752334	22292
-0.040945604	0.1990553	22293
-0.19078799	0.093371525	22294
-0.062198885	0.16443655	22295
-0.17895162	0.08584931	22296
-0.021042822	0.1449021	22297
-0.15050805	0.097493716	22298
-0.1812423	0.07861819	22299
0.30173963	0.072539724	223
-0.21476935	0.08336889	22300
-0.14373033	0.22885524	22301
-0.19492035	0.20935038	22302
0.06304151	-0.10783074	22303
-0.0040787924	0.013088545	22304
0.068850406	-0.11078118	22305
-0.045657054	0.0013700367	22306
0.09058997	0.15660313	22307
-0.004444072	0.015756747	22308
0.056339733	-0.011471851	22309
-0.007347053	0.015133942	22310
0.077005334	0.1195168	22311
0.017476402	-0.01914036	22312
0.019826971	0.060076542	22313
-0.00088588893	0.023725888	22314
-0.005170241	0.04318201	22315
-0.011953315	0.13111046	22316
-0.2574425	-0.013687549	22317
-0.031154724	0.01203589	22318
0.00943261	0.06214486	22319
-0.018959736	0.034054436	22320
-0.013115654	0.017756956	22321
-0.008098049	0.028378515	22322
-0.014043698	0.038791537	22323
-0.0053005945	0.029987631	22324
-0.0010399465	0.03825243	22325
-0.1411737	-0.02366065	22326
0.023491615	0.049748227	22327
-0.020233968	0.034814853	22328
0.13402544	0.1280735	22329
-0.030049348	0.107953444	22330
-0.0032181554	0.030808808	22331
0.054525144	0.1317833	22332
0.0069720447	0.024473408	22333
0.027008906	0.08578413	22334
-0.02619817	0.023639346	22335
-0.0124291945	0.0325211	22336
-0.011084577	0.034043808	22337
-0.027072465	0.019589698	22338
-0.12697224	0.02121207	22339
-0.03448321	0.11579474	22340
-0.024380473	0.024170792	22341
-0.010317238	0.031505875	22342
-0.010548325	0.030138543	22343
-0.13530517	0.026392419	22344
-0.021509593	0.035213713	22345
-0.016805617	0.027315471	22346
-0.018090969	0.02404719	22347
0.055569164	0.0389309	22348
0.009244394	0.06576692	22349
-0.011135323	0.025077768	22350
-0.06941702	-0.0063949022	22351
0.014165511	0.05859721	22352
-0.00097302906	0.022402432	22353
-0.0283446	0.060109064	22354
-0.044317797	0.0651258	22355
-0.036541663	-0.024185492	22356
0.05274619	0.12071157	22357
0.050352536	0.11793173	22358
-0.008131063	0.021566918	22359
0.035074588	0.105882555	22360
0.05847682	0.13942291	22361
0.033772714	0.11640581	22362
-0.15031777	0.019073566	22363
-0.033997484	0.14234023	22364
0.009154603	0.060344517	22365
-0.05481264	0.017514816	22366
0.005088521	0.017295634	22367
-0.033253424	0.08431285	22368
-0.076890044	0.106853016	22369
0.0055210646	0.042190686	22370
0.036830258	0.043411102	22371
-0.01776222	0.037449773	22372
0.0057998337	0.043792848	22373
-0.1708201	0.04712528	22374
-0.058031686	0.006888831	22375
-0.009519773	0.027607402	22376
-0.00302949	0.029509025	22377
0.013493003	0.05848156	22378
-0.025995916	0.032270353	22379
-0.075827375	0.13024205	22380
0.007481262	0.06817231	22381
-0.010387717	0.037406072	22382
0.026441082	0.07581579	22383
0.00914776	0.07140983	22384
-0.022798525	0.03943695	22385
0.0019950923	0.034411393	22386
-0.044256143	0.089552514	22387
-0.08994561	-0.045944616	22388
-0.014427433	0.02989219	22389
-0.028996537	0.13648231	22390
-0.099919885	-0.0049867537	22391
-0.0059483275	0.03694133	22392
-0.005634669	0.019959882	22393
-0.005953923	0.0398934	22394
-0.016016902	0.044996887	22395
-0.0057074632	0.03483008	22396
-0.025495877	0.023147505	22397
-0.0041731205	0.018319605	22398
-0.0448585	0.085307114	22399
0.313876	0.093784474	224
-0.015168363	0.032727733	22400
-0.017289681	0.02477574	22401
0.0016970187	0.10485408	22402
-0.008915184	0.033894595	22403
-0.12728842	-0.03584899	22404
-0.009719098	0.037808493	22405
-0.084324755	0.036366478	22406
-0.11402639	0.088342585	22407
0.008694267	0.057009913	22408
-0.053259112	0.013093261	22409
-0.053672895	0.16139032	22410
-0.022488901	0.08243505	22411
-0.09534386	0.18617728	22412
-0.012670467	0.043470062	22413
-0.092890576	0.05620479	22414
-0.13999362	0.030233668	22415
-0.105333604	-0.0036735444	22416
-0.09637021	0.04050544	22417
0.023468073	-0.0130908	22418
-0.061842524	0.09294588	22419
0.053116668	0.15802506	22420
-0.08049481	0.15352781	22421
-0.17062704	0.036789086	22422
-0.011945711	0.026623735	22423
-0.015379047	0.027321434	22424
-0.008989645	0.0356682	22425
-0.24298637	-0.0009526147	22426
0.01486731	0.05212848	22427
0.008814562	0.06751922	22428
-0.054418713	0.014623715	22429
-0.09184426	0.018805468	22430
-0.00022687949	0.045732304	22431
0.009258479	0.06492753	22432
0.023266908	0.003736058	22433
-0.03293269	0.02914947	22434
0.014856205	0.07910571	22435
0.00842551	0.11778789	22436
-0.057379626	0.08112826	22437
0.06108523	0.27469447	22438
-0.095319815	0.12277264	22439
-0.059882827	0.0034224184	22440
0.05894488	0.17528944	22441
-0.011787904	0.026793133	22442
-0.10757857	-0.018909251	22443
-0.009652888	0.027998833	22444
-0.05688352	0.1443677	22445
-0.14026463	0.025060533	22446
-0.006205702	0.03755559	22447
-0.04502774	0.009525688	22448
-0.009027185	0.048005737	22449
-0.004264895	0.040509816	22450
-0.09702797	0.056335308	22451
-0.08794647	0.10572883	22452
-0.007831624	0.0263394	22453
-0.14420968	0.026523478	22454
0.019321052	0.08667853	22455
-0.06527128	-0.0028790927	22456
-0.07303998	0.14262734	22457
-0.001428308	0.053210516	22458
0.0096706245	0.069721974	22459
0.010216843	0.044384602	22460
0.006739024	0.10125516	22461
0.009128806	0.0781035	22462
-0.105313085	0.028298588	22463
-0.07514911	0.1056887	22464
-0.0043796115	0.03628481	22465
0.010014084	0.085130565	22466
-0.052150354	0.09410648	22467
-0.027268795	0.122743934	22468
-0.12385551	0.020209985	22469
-0.048329182	0.015048349	22470
-0.0031835064	0.064796895	22471
0.0036255363	0.030235427	22472
-0.018620288	0.0352866	22473
0.027967468	0.004256146	22474
0.011033291	0.06861008	22475
-0.04799681	0.015507074	22476
0.007477807	0.060685277	22477
-0.07590992	0.11066746	22478
-0.062344536	0.09362928	22479
-0.003697399	0.1777604	22480
-0.00835642	0.10493277	22481
-0.0091616195	0.034538057	22482
-0.005969234	0.041879352	22483
-0.100801654	0.036411926	22484
0.0042100083	0.06984788	22485
-0.10686161	0.02905883	22486
-0.008596843	0.036937654	22487
-0.07066471	0.092661284	22488
-0.015091518	0.11776326	22489
-0.026491953	0.13695645	22490
-0.015231406	0.1588464	22491
-0.14116901	-0.024965025	22492
-0.07446202	0.085474394	22493
-0.16546604	0.024820065	22494
-0.09291198	0.124661155	22495
-0.17483507	0.045410097	22496
-0.037528157	0.15820442	22497
-0.06756006	0.10253211	22498
-0.11886645	0.017941223	22499
0.3135738	0.09553557	225
-0.09565917	0.024615945	22500
-0.27692148	0.08022741	22501
-0.12926932	0.042040296	22502
0.014605774	0.06424444	22503
-0.053590894	0.0767513	22504
-0.049692288	0.009229211	22505
-0.00651698	0.027757077	22506
-0.09979477	0.14279626	22507
-0.15469097	0.031163907	22508
-0.093428366	0.03130137	22509
-0.0051786564	0.03333241	22510
-0.118657015	0.028884204	22511
-0.011509491	0.036736898	22512
-0.12435516	0.048590247	22513
-0.24796237	0.064831465	22514
-0.097383246	0.06713067	22515
-0.10468701	0.0050414596	22516
-0.056937553	0.099243894	22517
-0.035068996	0.050247774	22518
-0.025358943	0.03243066	22519
0.0011487603	0.066132136	22520
-0.038217925	0.013137823	22521
-0.16451874	0.0050188657	22522
-0.20781805	0.049561433	22523
-0.14464505	0.028510774	22524
-0.029235782	0.18958466	22525
0.037602745	0.14259322	22526
-0.07046497	0.10213887	22527
0.007233616	0.087788515	22528
0.0049207956	0.07026212	22529
-0.023815198	-0.038559813	22530
-0.1245066	-0.011820255	22531
-0.09550197	0.050130535	22532
-0.06522285	0.09178803	22533
-0.092957176	0.11214183	22534
-0.27164438	0.0032049173	22535
-0.09738033	0.21511953	22536
-0.08929654	0.020155298	22537
0.050413705	0.13777557	22538
-0.09187866	0.21031614	22539
-0.015806602	0.14095305	22540
-0.1102188	0.055533823	22541
-0.0885861	0.01820981	22542
-0.10983852	0.03539387	22543
0.01751851	0.08893374	22544
-0.021437353	0.1358	22545
0.008360191	0.06872441	22546
-0.004059626	0.05144885	22547
0.0119480565	0.058060035	22548
-0.001237886	0.1804841	22549
-0.049737588	0.104362465	22550
-0.06478331	0.014332319	22551
-0.062209435	0.09403718	22552
-0.007016698	0.12316636	22553
0.0095741805	0.08439828	22554
-0.052469663	0.15866323	22555
-0.07632197	0.016574865	22556
0.008409409	0.078955986	22557
-0.10091982	0.11931226	22558
-0.03928735	0.19478615	22559
-0.06972496	0.14441916	22560
0.03846997	0.114708506	22561
-0.077130884	0.16338934	22562
0.0029880032	0.040472593	22563
0.003431188	0.06535844	22564
-0.10339197	0.06321699	22565
-0.022559857	0.027553538	22566
0.010547183	0.07778638	22567
0.0025509018	0.07198027	22568
-0.018094556	0.11476095	22569
